image,annotations
new_dataset_assignment_5/new_dataset/id_00000026_06_1_front.jpg,"[{'tag': 'Clothing Type', 'value': 'Top'}, {'tag': 'Color', 'value': 'Pink'}, {'tag': 'Pattern', 'value': 'Lace'}, {'tag': 'Season', 'value': 'Spring/Summer'}, {'tag': 'Material', 'value': 'Lace/Fabric'}, {'tag': 'Length', 'value': 'Cropped'}, {'tag': 'Occasion', 'value': 'Casual'}, {'tag': 'Fit', 'value': 'Slim'}, {'tag': 'Neckline', 'value': 'High Neck'}, {'tag': 'Sleeve Length', 'value': 'Long Sleeve'}, {'tag': 'Closure Type', 'value': 'None'}, {'tag': 'Gender', 'value': 'Female'}, {'tag': 'Collar Type', 'value': 'None'}]"
new_dataset_assignment_5/new_dataset/id_00000026_09_1_front.jpg,"[{'tag': 'Clothing Type', 'value': 'Top'}, {'tag': 'Color', 'value': 'Light Pink'}, {'tag': 'Pattern', 'value': 'Lace'}, {'tag': 'Season', 'value': 'Spring/Summer'}, {'tag': 'Material', 'value': 'Lace/Fabric'}, {'tag': 'Length', 'value': 'Cropped'}, {'tag': 'Occasion', 'value': 'Casual'}, {'tag': 'Fit', 'value': 'Slim'}, {'tag': 'Neckline', 'value': 'Round'}, {'tag': 'Sleeve Length', 'value': 'Long Sleeve'}, {'tag': 'Closure Type', 'value': 'Pullover'}, {'tag': 'Gender', 'value': 'Female'}, {'tag': 'Collar Type', 'value': 'No Collar'}]"
new_dataset_assignment_5/new_dataset/id_00000027_02_1_front.jpg,"[{'tag': 'Clothing Type', 'value': 'Shirt'}, {'tag': 'Color', 'value': 'White'}, {'tag': 'Pattern', 'value': 'Solid'}, {'tag': 'Season', 'value': 'Spring/Summer'}, {'tag': 'Material', 'value': 'Cotton or Linen'}, {'tag': 'Length', 'value': 'Hip'}, {'tag': 'Occasion', 'value': 'Casual'}, {'tag': 'Fit', 'value': 'Regular'}, {'tag': 'Neckline', 'value': 'V-Neck'}, {'tag': 'Sleeve Length', 'value': 'Long Sleeve'}, {'tag': 'Closure Type', 'value': 'Buttons'}, {'tag': 'Gender', 'value': 'Female'}, {'tag': 'Collar Type', 'value': 'Pointed Collar'}]"
new_dataset_assignment_5/new_dataset/id_00000029_04_1_front.jpg,"[{'tag': 'Clothing Type', 'value': 'Cardigan'}, {'tag': 'Color', 'value': 'Black'}, {'tag': 'Pattern', 'value': 'Graphic'}, {'tag': 'Season', 'value': 'Fall/Winter'}, {'tag': 'Material', 'value': 'Knit'}, {'tag': 'Length', 'value': 'Long'}, {'tag': 'Occasion', 'value': 'Casual'}, {'tag': 'Fit', 'value': 'Regular'}, {'tag': 'Neckline', 'value': 'Open Front'}, {'tag': 'Sleeve Length', 'value': 'Long Sleeve'}, {'tag': 'Closure Type', 'value': 'Open'}, {'tag': 'Gender', 'value': 'Female'}, {'tag': 'Collar Type', 'value': 'None'}]"
new_dataset_assignment_5/new_dataset/id_00000030_03_1_front.jpg,"[{'tag': 'Clothing Type', 'value': 'Sweater'}, {'tag': 'Color', 'value': 'Grey'}, {'tag': 'Pattern', 'value': 'Solid'}, {'tag': 'Season', 'value': 'Fall/Winter'}, {'tag': 'Material', 'value': 'Knit'}, {'tag': 'Length', 'value': 'Regular'}, {'tag': 'Occasion', 'value': 'Casual'}, {'tag': 'Fit', 'value': 'Slim Fit'}, {'tag': 'Neckline', 'value': 'Round'}, {'tag': 'Sleeve Length', 'value': 'Long Sleeve'}, {'tag': 'Closure Type', 'value': 'None'}, {'tag': 'Gender', 'value': 'Female'}, {'tag': 'Collar Type', 'value': 'No Collar'}]"
new_dataset_assignment_5/new_dataset/id_00000031_02_1_front.jpg,"[{'tag': 'Clothing Type', 'value': 'Blouse'}, {'tag': 'Color', 'value': 'White'}, {'tag': 'Pattern', 'value': 'Solid with lace detail'}, {'tag': 'Season', 'value': 'Spring/Summer'}, {'tag': 'Material', 'value': 'Not Clearly Visible'}, {'tag': 'Length', 'value': 'Regular'}, {'tag': 'Occasion', 'value': 'Casual'}, {'tag': 'Fit', 'value': 'Regular'}, {'tag': 'Neckline', 'value': 'Crew'}, {'tag': 'Sleeve Length', 'value': 'Sleeveless'}, {'tag': 'Closure Type', 'value': 'None'}, {'tag': 'Gender', 'value': 'Female'}, {'tag': 'Collar Type', 'value': 'None'}]"
new_dataset_assignment_5/new_dataset/id_00000032_04_1_front.jpg,"[{'tag': 'Clothing Type', 'value': 'Crop Top'}, {'tag': 'Color', 'value': 'White'}, {'tag': 'Pattern', 'value': 'Solid'}, {'tag': 'Season', 'value': 'Summer'}, {'tag': 'Material', 'value': 'Cotton Blend'}, {'tag': 'Length', 'value': 'Short'}, {'tag': 'Occasion', 'value': 'Casual'}, {'tag': 'Fit', 'value': 'Regular'}, {'tag': 'Neckline', 'value': 'Scoop'}, {'tag': 'Sleeve Length', 'value': 'Short Sleeve'}, {'tag': 'Closure Type', 'value': 'Pullover'}, {'tag': 'Gender', 'value': 'Female'}, {'tag': 'Collar Type', 'value': 'None'}]"
new_dataset_assignment_5/new_dataset/id_00000033_04_1_front.jpg,"[{'tag': 'Clothing Type', 'value': 'Jumpsuit'}, {'tag': 'Color', 'value': 'Red'}, {'tag': 'Pattern', 'value': 'Solid'}, {'tag': 'Season', 'value': 'Spring/Summer'}, {'tag': 'Material', 'value': 'Unknown'}, {'tag': 'Length', 'value': 'Full Length'}, {'tag': 'Occasion', 'value': 'Formal/Event'}, {'tag': 'Fit', 'value': 'Regular'}, {'tag': 'Neckline', 'value': 'Strapless'}, {'tag': 'Sleeve Length', 'value': 'Sleeveless'}, {'tag': 'Closure Type', 'value': 'Unknown'}, {'tag': 'Gender', 'value': 'Female'}, {'tag': 'Collar Type', 'value': 'None'}]"
new_dataset_assignment_5/new_dataset/id_00000034_02_1_front.jpg,"[{'tag': 'Clothing Type', 'value': 'Dress'}, {'tag': 'Color', 'value': 'Red'}, {'tag': 'Pattern', 'value': 'Floral'}, {'tag': 'Season', 'value': 'Spring/Summer'}, {'tag': 'Material', 'value': 'Not Visible'}, {'tag': 'Length', 'value': 'Maxi'}, {'tag': 'Occasion', 'value': 'Casual'}, {'tag': 'Fit', 'value': 'Regular'}, {'tag': 'Neckline', 'value': 'Scoop'}, {'tag': 'Sleeve Length', 'value': 'Sleeveless'}, {'tag': 'Closure Type', 'value': 'Not Visible'}, {'tag': 'Gender', 'value': 'Female'}, {'tag': 'Collar Type', 'value': 'None'}]"
new_dataset_assignment_5/new_dataset/id_00000035_04_1_front.jpg,"[{'tag': 'Clothing Type', 'value': 'Dress'}, {'tag': 'Color', 'value': 'Grey'}, {'tag': 'Pattern', 'value': 'Solid'}, {'tag': 'Season', 'value': 'Fall/Winter'}, {'tag': 'Material', 'value': 'Knit'}, {'tag': 'Length', 'value': 'Mini'}, {'tag': 'Occasion', 'value': 'Casual'}, {'tag': 'Fit', 'value': 'Bodycon'}, {'tag': 'Neckline', 'value': 'Round'}, {'tag': 'Sleeve Length', 'value': 'Long Sleeve'}, {'tag': 'Closure Type', 'value': 'Pull Over'}, {'tag': 'Gender', 'value': 'Female'}, {'tag': 'Collar Type', 'value': 'None'}]"
new_dataset_assignment_5/new_dataset/id_00000036_02_1_front.jpg,"[{'tag': 'Clothing Type', 'value': 'Cardigan'}, {'tag': 'Color', 'value': 'Black'}, {'tag': 'Pattern', 'value': 'Heart Print'}, {'tag': 'Season', 'value': 'Fall/Winter'}, {'tag': 'Material', 'value': 'Knit'}, {'tag': 'Length', 'value': 'Hip'}, {'tag': 'Occasion', 'value': 'Casual'}, {'tag': 'Fit', 'value': 'Regular'}, {'tag': 'Neckline', 'value': 'V-neck'}, {'tag': 'Sleeve Length', 'value': 'Long Sleeve'}, {'tag': 'Closure Type', 'value': 'Button'}, {'tag': 'Gender', 'value': 'Female'}, {'tag': 'Collar Type', 'value': 'No Collar'}]"
new_dataset_assignment_5/new_dataset/id_00000038_01_1_front.jpg,"[{'tag': 'Clothing Type', 'value': 'Blouse'}, {'tag': 'Color', 'value': 'White'}, {'tag': 'Pattern', 'value': 'Geometric'}, {'tag': 'Season', 'value': 'Spring/Summer'}, {'tag': 'Material', 'value': 'Likely Polyester or Blend'}, {'tag': 'Length', 'value': 'Mid-Length'}, {'tag': 'Occasion', 'value': 'Casual'}, {'tag': 'Fit', 'value': 'Loose'}, {'tag': 'Neckline', 'value': 'Scoop'}, {'tag': 'Sleeve Length', 'value': 'Short'}, {'tag': 'Closure Type', 'value': 'None'}, {'tag': 'Gender', 'value': 'Female'}, {'tag': 'Collar Type', 'value': 'None'}]"
new_dataset_assignment_5/new_dataset/id_00000039_04_1_front.jpg,"[{'tag': 'Clothing Type', 'value': 'Sweater'}, {'tag': 'Color', 'value': 'Teal'}, {'tag': 'Pattern', 'value': 'Heathered'}, {'tag': 'Season', 'value': 'Fall/Winter'}, {'tag': 'Material', 'value': 'Knitwear'}, {'tag': 'Length', 'value': 'Regular'}, {'tag': 'Occasion', 'value': 'Casual'}, {'tag': 'Fit', 'value': 'Regular'}, {'tag': 'Neckline', 'value': 'Round'}, {'tag': 'Sleeve Length', 'value': 'Long Sleeve'}, {'tag': 'Closure Type', 'value': 'Pullover'}, {'tag': 'Gender', 'value': 'Female'}, {'tag': 'Collar Type', 'value': 'None'}]"
new_dataset_assignment_5/new_dataset/id_00000041_03_1_front.jpg,"[{'tag': 'Clothing Type', 'value': 'Dress'}, {'tag': 'Color', 'value': 'Navy Blue'}, {'tag': 'Pattern', 'value': 'Solid'}, {'tag': 'Season', 'value': 'Summer'}, {'tag': 'Material', 'value': 'Not Visible'}, {'tag': 'Length', 'value': 'Midi'}, {'tag': 'Occasion', 'value': 'Casual'}, {'tag': 'Fit', 'value': 'Regular'}, {'tag': 'Neckline', 'value': 'Round'}, {'tag': 'Sleeve Length', 'value': 'Sleeveless'}, {'tag': 'Closure Type', 'value': 'None'}, {'tag': 'Gender', 'value': 'Female'}, {'tag': 'Collar Type', 'value': 'None'}]"
new_dataset_assignment_5/new_dataset/id_00000043_01_1_front.jpg,"[{'tag': 'Clothing Type', 'value': 'Blouse'}, {'tag': 'Color', 'value': 'White'}, {'tag': 'Pattern', 'value': 'Lace, Embroidered'}, {'tag': 'Season', 'value': 'Spring/Summer'}, {'tag': 'Material', 'value': 'Cotton Blend'}, {'tag': 'Length', 'value': 'Waist Length'}, {'tag': 'Occasion', 'value': 'Casual'}, {'tag': 'Fit', 'value': 'Regular'}, {'tag': 'Neckline', 'value': 'Round Neck'}, {'tag': 'Sleeve Length', 'value': 'Sleeveless'}, {'tag': 'Closure Type', 'value': 'Pull Over'}, {'tag': 'Gender', 'value': 'Female'}, {'tag': 'Collar Type', 'value': 'N/A'}]"
new_dataset_assignment_5/new_dataset/id_00000045_01_1_front.jpg,"[{'tag': 'Clothing Type', 'value': 'T-shirt'}, {'tag': 'Color', 'value': 'Black, Red'}, {'tag': 'Pattern', 'value': 'Color Block'}, {'tag': 'Season', 'value': 'Summer'}, {'tag': 'Material', 'value': 'Cotton Blend'}, {'tag': 'Length', 'value': 'Regular'}, {'tag': 'Occasion', 'value': 'Casual'}, {'tag': 'Fit', 'value': 'Regular'}, {'tag': 'Neckline', 'value': 'Crew Neck'}, {'tag': 'Sleeve Length', 'value': 'Short Sleeve'}, {'tag': 'Closure Type', 'value': 'Pullover'}, {'tag': 'Gender', 'value': 'Male'}, {'tag': 'Collar Type', 'value': 'No Collar'}]"
new_dataset_assignment_5/new_dataset/id_00000047_01_1_front.jpg,"[{'tag': 'Clothing Type', 'value': 'Dress'}, {'tag': 'Color', 'value': 'Multicolor'}, {'tag': 'Pattern', 'value': 'Floral'}, {'tag': 'Season', 'value': 'Spring/Summer'}, {'tag': 'Material', 'value': 'Unknown'}, {'tag': 'Length', 'value': 'Short/Mini'}, {'tag': 'Occasion', 'value': 'Casual'}, {'tag': 'Fit', 'value': 'Regular'}, {'tag': 'Neckline', 'value': 'Round'}, {'tag': 'Sleeve Length', 'value': 'Half sleeves'}, {'tag': 'Closure Type', 'value': 'None'}, {'tag': 'Gender', 'value': 'Female'}, {'tag': 'Collar Type', 'value': 'None'}]"
new_dataset_assignment_5/new_dataset/id_00000048_02_1_front.jpg,"[{'tag': 'Clothing Type', 'value': 'Tank Top'}, {'tag': 'Color', 'value': 'Black'}, {'tag': 'Pattern', 'value': 'Solid'}, {'tag': 'Season', 'value': 'Summer'}, {'tag': 'Material', 'value': 'Unknown'}, {'tag': 'Length', 'value': 'Regular'}, {'tag': 'Occasion', 'value': 'Casual'}, {'tag': 'Fit', 'value': 'Regular'}, {'tag': 'Neckline', 'value': 'Scoop'}, {'tag': 'Sleeve Length', 'value': 'Sleeveless'}, {'tag': 'Closure Type', 'value': 'None'}, {'tag': 'Gender', 'value': 'Female'}, {'tag': 'Collar Type', 'value': 'None'}]"
new_dataset_assignment_5/new_dataset/id_00000050_02_1_front.jpg,"[{'tag': 'Clothing Type', 'value': 'Blouse'}, {'tag': 'Color', 'value': 'Black'}, {'tag': 'Pattern', 'value': 'Floral'}, {'tag': 'Season', 'value': 'Spring/Summer'}, {'tag': 'Material', 'value': 'Not Visible'}, {'tag': 'Length', 'value': 'Regular'}, {'tag': 'Occasion', 'value': 'Casual'}, {'tag': 'Fit', 'value': 'Regular'}, {'tag': 'Neckline', 'value': 'V-Neck'}, {'tag': 'Sleeve Length', 'value': 'Long Sleeve'}, {'tag': 'Closure Type', 'value': 'Not Visible'}, {'tag': 'Gender', 'value': 'Female'}, {'tag': 'Collar Type', 'value': 'Not Visible'}]"
new_dataset_assignment_5/new_dataset/id_00000051_01_1_front.jpg,"[{'tag': 'Clothing Type', 'value': 'Sweater'}, {'tag': 'Color', 'value': 'Heather Gray'}, {'tag': 'Pattern', 'value': 'Solid with Contrast Trim'}, {'tag': 'Season', 'value': 'Fall/Winter'}, {'tag': 'Material', 'value': 'Likely Cotton Blend'}, {'tag': 'Length', 'value': 'Regular'}, {'tag': 'Occasion', 'value': 'Casual'}, {'tag': 'Fit', 'value': 'Regular'}, {'tag': 'Neckline', 'value': 'Crew Neck'}, {'tag': 'Sleeve Length', 'value': 'Long Sleeve'}, {'tag': 'Closure Type', 'value': 'Pullover'}, {'tag': 'Gender', 'value': 'Male'}, {'tag': 'Collar Type', 'value': 'Ribbed Collar'}]"
new_dataset_assignment_5/new_dataset/id_00000053_02_1_front.jpg,"[{'tag': 'Clothing Type', 'value': 'T-shirt'}, {'tag': 'Color', 'value': 'Grey'}, {'tag': 'Pattern', 'value': 'Solid'}, {'tag': 'Season', 'value': 'Spring/Summer'}, {'tag': 'Material', 'value': 'Cotton Blend'}, {'tag': 'Length', 'value': 'Regular'}, {'tag': 'Occasion', 'value': 'Casual'}, {'tag': 'Fit', 'value': 'Regular'}, {'tag': 'Neckline', 'value': 'Round'}, {'tag': 'Sleeve Length', 'value': 'Short'}, {'tag': 'Closure Type', 'value': 'None'}, {'tag': 'Gender', 'value': 'Female'}, {'tag': 'Collar Type', 'value': 'None'}]"
